client_id,clnt_tenure_yr,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,bal_category,account_since_child
555,3,29,U,2,25454.66,2,6,bajo,no
647,12,57,M,2,30525.8,0,4,bajo,no
934,9,51,F,2,32522.88,0,3,bajo,no
1028,12,36,M,3,103520.22,1,4,medio,no
1104,5,48,U,3,154643.94,6,9,alto,no
1186,8,22,U,2,31662.52,0,3,bajo,yes
1195,21,54,M,2,28457.96,2,5,bajo,no
1197,7,28,U,5,177062.14,5,8,alto,no
1346,14,46,F,2,822512.91,3,6,alto,no
1368,5,45,F,3,61956.25,6,9,medio,no
1516,12,58,F,2,25408.39,5,8,bajo,no
1643,19,55,M,2,81731.39,0,3,medio,no
1702,21,62,U,3,1769255.99,5,8,alto,no
1755,9,46,M,2,179775.21999999997,0,3,alto,no
1836,13,51,M,2,826232.62,4,7,alto,no
1936,5,26,M,2,52447.9,6,9,medio,no
2439,11,56,M,2,504142.55,0,3,alto,no
2581,4,22,M,2,24976.79,1,4,bajo,no
2720,9,25,M,3,81536.0,6,9,medio,yes
3232,9,52,F,2,45617.96,3,6,medio,no
3572,15,54,M,2,84673.58,0,3,medio,no
3647,15,63,F,2,154244.15,4,7,alto,no
3743,6,30,U,3,48262.21,3,6,medio,no
4369,14,70,F,2,191263.96,0,3,alto,no
4484,16,48,M,2,51499.77,2,5,medio,no
4603,12,38,F,2,48726.26,6,9,medio,no
4717,7,58,U,2,1739571.5499999998,6,9,alto,no
4870,21,26,M,3,89408.8,6,9,medio,yes
5354,4,50,U,2,62282.38,2,5,medio,no
5845,23,76,F,2,213906.62,2,5,alto,no
6022,7,30,U,2,36485.55,6,9,bajo,no
6150,27,67,F,2,199928.94,2,6,alto,no
6642,12,35,M,2,34987.23,0,3,bajo,no
6904,12,64,M,2,348285.51,6,9,alto,no
6977,4,53,U,2,26011.36,0,3,bajo,no
6985,7,61,U,3,84975.6,6,9,medio,no
7020,16,41,F,2,63648.09,2,5,medio,no
7561,11,33,M,2,35070.619999999995,6,9,bajo,no
7563,8,29,M,3,186719.52,6,9,alto,no
7567,21,33,F,2,27165.99,1,5,bajo,yes
7657,18,41,M,2,55643.37,2,5,medio,no
7723,30,54,M,4,571316.8,5,8,alto,no
7934,20,44,F,2,126480.9,6,9,medio,no
8023,21,50,F,2,34676.55,3,6,bajo,no
8039,18,58,U,2,79960.0,6,9,medio,no
8055,22,55,M,2,710672.04,5,8,alto,no
8101,11,70,M,2,257863.03,6,9,alto,no
8124,14,42,M,2,61022.23,5,8,medio,no
8610,8,27,U,2,36626.55,0,3,bajo,no
8712,9,38,U,2,84995.78,1,4,medio,no
8820,4,25,U,2,44159.49,2,5,medio,no
9229,8,42,M,2,78242.15,6,9,medio,no
9751,5,36,M,2,30597.08,4,7,bajo,no
9767,6,34,M,2,29523.54,1,4,bajo,no
9845,5,25,F,2,31196.85,0,3,bajo,no
9916,17,40,M,2,162968.55,4,7,alto,no
10344,17,82,M,2,94009.47,3,6,medio,no
10363,6,26,U,3,81518.45999999999,6,9,medio,no
11040,5,31,U,3,50531.17999999999,6,9,medio,no
11054,4,60,M,2,208185.54,2,5,alto,no
11070,14,53,M,3,255988.05,6,9,alto,no
11122,16,40,M,2,31193.51,2,5,bajo,no
11309,10,46,F,3,647166.9600000001,5,8,alto,no
11880,5,27,U,2,61355.21,6,9,medio,no
12045,12,37,F,2,140704.74,2,5,alto,no
12785,15,51,F,2,82425.54999999999,2,5,medio,no
13009,10,63,U,2,71534.88,1,4,medio,no
13735,11,27,M,2,119530.99,5,8,medio,yes
13831,16,42,F,3,241208.2,6,9,alto,no
14690,6,43,M,3,205881.18,5,8,alto,no
14775,15,28,F,4,150775.9,5,8,alto,yes
15050,26,52,F,3,65688.56,6,9,medio,no
15189,5,19,U,3,52505.2,1,4,medio,yes
15753,6,58,M,2,59565.0,3,6,medio,no
15807,4,27,F,2,59259.9,3,6,medio,no
16095,6,30,U,2,81652.98,1,4,medio,no
16098,6,36,U,3,58643.48,2,5,medio,no
16135,14,63,F,2,173616.2,3,6,alto,no
16202,7,36,U,2,32984.48,1,4,bajo,no
16295,23,55,F,2,77984.93,2,5,medio,no
16549,24,55,F,3,314799.02,4,7,alto,no
16679,7,40,U,2,65987.79999999999,6,9,medio,no
16744,18,62,F,2,117267.04,1,4,medio,no
16747,13,31,F,2,64652.09,1,4,medio,no
16881,5,55,U,3,72457.16,6,9,medio,no
17008,25,55,M,2,27571.03,1,4,bajo,no
17036,5,34,U,3,49959.53,3,6,medio,no
17160,14,53,F,3,140511.63,6,9,alto,no
17170,15,63,M,2,83531.35,3,6,medio,no
17318,16,69,M,2,51120.27,0,3,medio,no
17404,5,37,U,2,45770.59,3,6,medio,no
18549,22,43,M,3,55374.98,4,7,medio,no
18660,18,45,M,2,98708.9,2,5,medio,no
18973,13,54,M,4,353529.66,1,4,alto,no
19060,9,55,M,2,70494.94,0,3,medio,no
19613,7,26,U,2,69056.51999999999,4,7,medio,no
19782,6,61,U,2,27840.35,2,5,bajo,no
19813,14,65,F,2,31462.06,0,3,bajo,no
19832,14,63,F,2,97291.64,3,6,medio,no
20091,5,21,U,3,69958.08,5,8,medio,yes
20185,15,60,F,2,69992.51999999999,2,5,medio,no
20537,9,74,F,2,72955.33,6,9,medio,no
20564,10,55,M,6,1648443.6,3,6,alto,no
20643,9,34,M,2,59487.79,2,5,medio,no
20668,28,68,F,2,38528.21,5,8,medio,no
20898,4,27,U,2,44859.81,3,6,medio,no
21200,5,61,U,2,244443.18,6,9,alto,no
21242,13,30,F,2,42414.56,6,9,medio,yes
21281,12,63,M,2,24221.12,0,3,bajo,no
21353,21,77,F,2,25418.25,2,5,bajo,no
21403,11,41,F,2,74353.32,1,4,medio,no
21498,16,70,F,2,50672.1,5,8,medio,no
21522,4,65,F,2,76748.89,6,9,medio,no
21596,11,43,U,2,56511.63,0,3,medio,no
21719,5,27,M,2,30765.88,0,3,bajo,no
21940,12,43,M,2,33031.88,6,9,bajo,no
21970,5,22,U,4,170906.62,4,7,alto,yes
22007,10,75,F,2,168540.65000000002,6,9,alto,no
22793,16,55,M,2,219289.2,1,4,alto,no
22885,5,32,F,3,149784.99,6,9,alto,no
23276,13,67,M,2,183345.95,3,6,alto,no
23864,16,47,M,2,192922.53,2,5,alto,no
23914,7,25,U,2,30797.88,4,7,bajo,no
24079,10,30,F,2,183067.04,6,9,alto,no
24443,10,49,M,2,331869.28,6,9,alto,no
24572,6,23,F,2,52351.16,3,6,medio,yes
24703,5,30,F,3,30123.94,6,9,bajo,no
24710,21,49,F,3,499093.11,4,7,alto,no
24841,14,70,M,2,122013.3,6,9,medio,no
25022,8,26,U,2,75836.08,3,6,medio,no
25026,10,62,M,2,49325.12,6,9,medio,no
25043,25,59,F,2,101511.78,6,9,medio,no
25766,15,33,F,2,70057.79000000001,0,3,medio,no
26036,12,28,M,3,41695.78999999999,6,9,medio,yes
26070,10,24,M,2,42777.59,1,5,medio,yes
26105,5,33,U,2,80349.53,0,3,medio,no
26211,15,41,F,2,175885.87,0,3,alto,no
26286,12,71,F,2,27511.56,3,6,bajo,no
26696,29,59,M,4,548368.8,5,8,alto,no
27021,9,34,M,3,94571.25,6,9,medio,no
27075,20,53,M,2,252504.83,1,4,alto,no
27241,8,34,U,5,645122.5,6,9,alto,no
27554,16,36,M,2,88188.19,3,6,medio,no
27764,4,23,U,2,30495.82,1,4,bajo,no
27907,4,52,U,2,29550.08,0,3,bajo,no
27988,28,60,F,3,303467.75,6,9,alto,no
28241,6,48,M,3,421518.75,5,8,alto,no
28371,11,34,M,3,307545.14,6,9,alto,no
28542,16,55,M,3,392091.16,0,3,alto,no
28705,15,53,F,2,24910.86,6,9,bajo,no
28845,12,33,M,2,129771.01,1,4,medio,no
28857,14,52,M,2,104511.86,3,6,medio,no
29227,15,69,F,3,73112.36,1,4,medio,no
29527,10,51,F,2,48361.4,0,3,medio,no
29595,5,37,U,2,46514.58,3,6,medio,no
30318,4,54,U,3,91676.51,4,7,medio,no
30462,15,66,M,2,235960.05,3,6,alto,no
30493,15,49,F,2,169561.27000000002,0,3,alto,no
31191,15,20,M,2,26368.84,3,6,bajo,yes
31264,14,37,M,2,60888.18,5,8,medio,no
31336,10,28,M,3,50968.89,6,9,medio,no
31404,22,54,U,2,43254.15,3,6,medio,no
31499,20,66,M,3,211432.85,3,6,alto,no
31502,7,47,U,2,57208.46,1,4,medio,no
31597,6,68,U,2,144290.56,6,9,alto,no
31715,7,32,U,2,44980.67999999999,1,4,medio,no
31766,14,19,F,2,26438.88,3,6,bajo,yes
32197,15,42,M,2,36420.05,1,4,bajo,no
32305,7,69,F,2,239151.07,2,5,alto,no
32471,12,57,F,2,36440.11,2,5,bajo,no
32521,14,57,F,2,71650.0,3,6,medio,no
32746,14,40,F,2,63460.18,3,6,medio,no
32859,4,66,U,2,36500.69,1,4,bajo,no
33190,14,44,F,2,108890.4,5,8,medio,no
33265,18,42,U,3,499871.06,6,9,alto,no
33463,4,33,U,2,41910.53999999999,2,5,medio,no
33472,5,42,U,2,42918.45,6,9,medio,no
33752,8,51,F,2,27416.12,0,3,bajo,no
34067,21,65,M,3,66801.59,4,7,medio,no
34101,16,52,F,2,146810.53,2,5,alto,no
34267,21,74,M,2,38494.91,1,4,medio,no
34501,11,40,F,2,110211.33,2,5,medio,no
34603,16,40,M,2,58331.59,0,3,medio,no
34608,17,40,F,2,163981.37,6,9,alto,no
34631,12,52,M,2,25427.2,3,6,bajo,no
35010,8,47,U,2,99482.03,4,7,medio,no
35087,13,22,M,3,49199.85,0,3,medio,yes
35091,7,24,U,2,28881.02,0,3,bajo,yes
35138,24,81,F,3,794375.0900000001,3,6,alto,no
35181,15,48,M,2,24566.59,1,4,bajo,no
35257,7,32,U,2,60991.71,2,5,medio,no
35346,7,32,U,3,57444.72,3,6,medio,no
35417,19,26,F,2,73654.44,3,6,medio,yes
35476,20,31,M,2,86568.15,6,9,medio,yes
35922,4,44,U,2,65375.71,4,7,medio,no
36109,21,71,M,4,68812.69,6,9,medio,no
36342,18,49,M,2,474178.57,1,4,alto,no
36363,6,30,U,2,67935.79000000001,6,9,medio,no
36430,6,57,F,3,115992.74,3,6,medio,no
36432,29,59,F,2,114138.71,2,5,medio,no
36555,15,70,M,2,405169.15,4,7,alto,no
36986,26,77,M,2,234612.34000000003,5,8,alto,no
37064,5,32,U,2,31717.63,6,9,bajo,no
37295,7,31,U,2,57177.26,3,6,medio,no
37408,6,46,U,2,35471.71,0,3,bajo,no
37423,17,48,U,2,66037.22,6,9,medio,no
37667,10,32,F,2,79397.82,3,6,medio,no
37691,20,30,M,3,27675.77,0,3,bajo,yes
37705,7,24,U,3,52655.91,2,5,medio,yes
37897,13,61,F,4,207677.37,6,9,alto,no
38275,5,57,U,2,27780.68,0,3,bajo,no
38283,7,55,U,2,120493.88,6,9,medio,no
38340,6,38,U,2,55491.25,2,5,medio,no
38551,20,64,M,2,169952.78999999998,4,7,alto,no
38685,20,53,F,3,116735.94,4,7,medio,no
38714,10,60,M,2,51584.55,6,9,medio,no
38775,23,43,F,2,30499.53,1,4,bajo,no
38930,22,25,F,2,66409.57,3,6,medio,yes
38963,20,45,M,2,752084.8200000001,0,5,alto,no
39004,19,48,M,2,54444.15,6,9,medio,no
39075,14,62,F,2,226185.21,2,5,alto,no
39566,8,32,M,3,41781.78999999999,3,6,medio,no
39968,4,50,F,2,58599.55,3,6,medio,no
40283,14,43,F,2,59625.44,6,9,medio,no
40439,7,35,M,3,55092.57,6,9,medio,no
40969,7,49,U,2,260217.2,0,3,alto,no
41122,4,26,U,2,32267.32,1,4,bajo,no
41142,6,38,U,2,182599.59000000003,6,9,alto,no
41199,6,54,M,2,377373.55,4,7,alto,no
41237,5,49,U,2,27571.33,2,5,bajo,no
41516,8,55,F,2,139892.15,2,5,alto,no
41652,7,55,U,2,32307.6,0,3,bajo,no
41924,21,52,M,3,46360.88,6,9,medio,no
42082,16,36,F,2,47308.03,0,3,medio,no
42296,28,81,M,2,55745.51,2,5,medio,no
42349,17,23,U,2,36845.23,3,6,bajo,yes
42725,4,23,U,2,40371.86,0,3,medio,no
43494,22,62,F,2,119162.85,3,6,medio,no
43645,15,81,F,2,171674.26,0,3,alto,no
43766,11,44,M,2,29334.71,0,3,bajo,no
44060,5,44,U,2,142002.43,2,5,alto,no
44216,16,44,M,2,79616.53,6,9,medio,no
44705,15,55,M,2,56823.68,1,4,medio,no
44860,4,31,U,2,59942.13,2,5,medio,no
44932,12,30,M,3,177651.03999999998,3,6,alto,no
44995,11,75,M,2,30987.82,1,4,bajo,no
45131,5,76,U,2,391280.54,6,9,alto,no
45232,4,63,U,3,33799.5,6,9,bajo,no
45485,21,67,M,5,653676.8500000001,6,9,alto,no
45510,7,31,U,2,32355.59,6,9,bajo,no
46223,9,67,M,2,136226.01,5,8,medio,no
46790,5,34,U,2,44755.44,6,9,medio,no
46934,14,36,F,2,35918.89,0,4,bajo,no
47402,7,27,U,2,45676.12,6,9,medio,no
47571,5,25,U,2,61967.39,3,6,medio,no
47860,11,37,F,2,170343.75,1,4,alto,no
47933,13,49,F,2,95327.95,1,4,medio,no
48241,21,58,M,2,51519.06,6,9,medio,no
48424,23,42,M,3,240048.86,5,8,alto,no
48431,12,54,F,2,82479.58,4,7,medio,no
48448,8,67,M,2,53172.78999999999,2,5,medio,no
48724,4,38,U,2,53276.8,4,7,medio,no
49412,11,51,M,2,238126.92,1,4,alto,no
49450,22,62,U,2,31843.88,3,6,bajo,no
49709,4,67,M,2,83722.73,4,7,medio,no
49998,11,32,M,2,117055.89,2,5,medio,no
50053,5,56,U,2,68551.89,3,6,medio,no
50090,13,54,M,2,77163.57,4,7,medio,no
50185,5,45,U,2,37936.41,0,3,medio,no
50271,6,35,U,2,35740.369999999995,5,8,bajo,no
50325,15,61,F,2,54506.61,4,7,medio,no
50599,11,36,M,2,44797.25,2,5,medio,no
50643,11,53,F,2,145174.91,4,7,alto,no
50692,5,54,U,2,54807.52,5,8,medio,no
51493,8,23,F,2,32788.57,3,6,bajo,yes
51526,26,44,M,2,310116.59,2,5,alto,no
51706,6,23,M,4,140006.03999999998,6,9,alto,yes
51814,24,60,F,2,236352.06,3,6,alto,no
51902,14,41,M,2,41382.42,4,7,medio,no
52111,8,46,M,2,72348.72,0,3,medio,no
52309,7,57,M,3,481383.77,0,3,alto,no
52384,18,62,F,2,52521.28999999999,3,6,medio,no
52456,5,55,U,2,312484.73,5,8,alto,no
52461,12,46,F,2,118898.6,1,4,medio,no
52743,6,54,U,2,41265.11,1,4,medio,no
52765,8,26,U,2,28268.31,1,4,bajo,no
53094,7,29,U,2,58994.77,0,3,medio,no
53123,23,54,M,3,67585.11,6,9,medio,no
53126,6,37,U,2,74616.14,1,4,medio,no
53169,11,44,F,2,91918.0,6,9,medio,no
53396,21,50,M,2,287437.04,2,5,alto,no
53990,9,66,M,2,39756.46,4,7,medio,no
54231,14,53,F,2,1127349.9,0,3,alto,no
54291,14,54,M,2,31387.6,2,5,bajo,no
54363,16,86,F,2,340181.99,4,7,alto,no
54477,11,34,F,2,28455.07,3,6,bajo,no
54893,10,37,M,2,76744.57,0,3,medio,no
55059,21,54,F,4,620683.92,6,9,alto,no
55265,11,29,F,2,42724.7,6,9,medio,no
55448,9,58,F,2,41450.38,3,6,medio,no
55951,5,47,U,2,29768.49,2,5,bajo,no
56294,7,27,F,2,27489.64,3,6,bajo,no
56529,14,38,M,2,79617.16,6,9,medio,no
56570,14,49,M,2,56741.95,1,4,medio,no
56782,10,45,M,2,116019.67,6,9,medio,no
56923,23,40,F,3,142006.44,4,7,alto,yes
58001,17,64,M,2,587219.4700000001,3,6,alto,no
58194,9,45,F,2,196403.93,5,8,alto,no
58196,7,45,U,2,59031.46,6,9,medio,no
58456,15,61,U,2,33476.259999999995,5,8,bajo,no
58589,9,41,U,2,86738.88,3,6,medio,no
58676,4,51,F,2,42749.84,0,3,medio,no
58867,9,51,M,2,47514.76,3,6,medio,no
58917,14,73,M,2,135903.59,4,7,medio,no
58962,5,53,F,3,85123.89,3,6,medio,no
59089,7,61,U,2,55961.32,0,3,medio,no
59152,16,45,U,2,701946.64,6,9,alto,no
59360,17,39,M,3,421044.15,0,3,alto,no
59605,15,59,F,2,94987.66,5,8,medio,no
59782,6,65,U,2,368237.57,2,5,alto,no
59802,14,38,M,2,1791639.18,4,7,alto,no
59860,8,52,F,2,99777.08,3,6,medio,no
60101,6,43,U,2,33508.86,6,9,bajo,no
60802,32,55,F,3,476154.24,6,9,alto,no
60958,5,24,M,3,54408.88,6,9,medio,no
61007,16,53,F,2,108504.65,1,4,medio,no
61487,12,26,F,2,49454.26,0,3,medio,yes
61650,10,50,M,2,208429.91,0,3,alto,no
61961,5,73,M,2,305284.58,5,8,alto,no
62058,4,42,U,3,51675.66,1,4,medio,no
62284,8,64,F,2,33332.71,4,7,bajo,no
62498,26,66,F,2,197498.28,0,3,alto,no
62503,7,37,U,2,148326.71,6,9,alto,no
62754,23,64,F,3,67201.89,2,5,medio,no
62791,8,62,U,3,715929.37,6,9,alto,no
62805,13,43,F,2,203808.83,2,5,alto,no
62837,14,31,M,2,141890.14,6,9,alto,yes
63001,23,28,M,4,122948.27,5,8,medio,yes
63377,5,26,U,2,52217.12,6,9,medio,no
63507,27,31,M,2,63604.99,1,4,medio,yes
63796,15,79,F,2,49159.28999999999,6,9,medio,no
63879,15,36,F,2,242925.89,3,6,alto,no
63955,14,19,M,2,69302.67,6,9,medio,yes
64020,15,46,F,2,30617.57,0,3,bajo,no
64058,26,62,M,2,378569.04,6,9,alto,no
64635,28,70,M,3,51077.36,5,8,medio,no
64871,15,47,M,2,59767.83,2,5,medio,no
64885,17,61,F,2,174277.44,1,4,alto,no
64964,28,64,F,2,309748.62,0,3,alto,no
65221,13,51,F,2,158167.96000000002,2,5,alto,no
65716,12,45,F,3,124943.26,1,4,medio,no
65845,9,61,M,3,1404725.64,5,8,alto,no
66160,5,24,U,3,141468.63,3,6,alto,no
66169,14,45,M,2,36003.61,2,5,bajo,no
66539,21,31,M,2,30098.62,0,3,bajo,yes
66543,22,65,F,2,49652.73,4,7,medio,no
66930,5,63,U,2,89729.45999999999,1,5,medio,no
67390,11,30,F,2,50085.64,1,4,medio,no
67452,24,75,U,3,326951.92,5,8,alto,no
67845,30,85,F,2,160364.63,0,4,alto,no
67925,16,47,F,4,1169571.27,5,8,alto,no
68116,4,35,F,2,50822.41,0,3,medio,no
68170,24,60,F,2,140668.22,0,3,alto,no
68276,19,59,M,3,140757.33000000002,6,9,alto,no
68830,13,32,M,3,187433.08,6,9,alto,no
68854,9,51,M,2,28772.33,2,5,bajo,no
68884,29,80,F,2,122636.58,0,3,medio,no
68886,16,51,F,3,130556.28,2,5,medio,no
68963,31,56,M,3,100637.5,6,9,medio,no
69255,10,58,F,3,183269.84000000003,6,9,alto,no
69568,11,26,F,2,74271.62,0,3,medio,yes
69591,21,28,F,2,64944.76,3,6,medio,yes
69598,8,58,F,2,27306.32,3,6,bajo,no
70225,10,33,F,2,98031.52,3,6,medio,no
70576,22,43,F,3,84377.1,6,9,medio,no
70863,12,85,F,2,157602.71000000002,6,9,alto,no
71159,5,29,F,2,46432.42,3,6,medio,no
71296,30,72,F,3,122614.26,3,6,medio,no
71476,4,53,U,2,39344.13,0,3,medio,no
71626,14,78,F,2,367258.8,1,4,alto,no
72074,22,51,F,3,146135.76,6,9,alto,no
72221,11,50,M,2,629755.24,6,9,alto,no
72388,5,54,U,2,35943.57,1,4,bajo,no
72395,18,48,M,2,208866.05,4,7,alto,no
72915,5,39,M,3,215694.63,6,9,alto,no
72916,4,34,U,2,30046.66,1,4,bajo,no
72988,10,21,M,2,46803.96,3,6,medio,yes
73331,14,50,F,2,58785.07,6,9,medio,no
73335,12,37,M,2,68041.32,0,3,medio,no
73453,16,56,M,2,1194883.41,6,9,alto,no
73615,10,41,M,2,59781.96,0,3,medio,no
73648,14,53,M,4,990626.8,3,6,alto,no
73910,10,27,M,2,47739.17,1,4,medio,yes
74169,4,35,U,4,56079.66,6,9,medio,no
74564,4,58,U,2,69899.54999999999,2,5,medio,no
74844,6,60,U,2,158375.89,3,7,alto,no
74976,10,47,M,2,90911.5,0,3,medio,no
75033,10,69,M,2,105037.11,5,8,medio,no
75381,14,25,M,2,114364.65,0,3,medio,yes
75490,8,24,M,2,35407.89,6,9,bajo,yes
75642,18,77,M,3,478108.05,6,9,alto,no
76424,7,69,U,2,445627.21,6,9,alto,no
76429,18,29,M,2,41369.28999999999,6,9,medio,yes
76481,6,62,U,2,808107.3500000001,2,5,alto,no
76635,10,24,M,2,143740.8,2,5,alto,yes
76775,16,67,M,2,23853.6,4,7,bajo,no
76776,27,62,M,2,56115.88,1,4,medio,no
77071,5,46,U,2,35284.29,1,4,bajo,no
77276,4,18,U,2,30116.53,1,4,bajo,yes
77513,11,33,F,2,68765.19,1,4,medio,no
77651,34,69,F,5,1666212.18,6,9,alto,no
77933,5,39,U,2,97418.69,3,6,medio,no
78720,5,32,U,2,36404.37,2,5,bajo,no
78728,6,34,U,3,49798.3,4,7,medio,no
78779,14,64,F,2,50922.85,6,9,medio,no
78917,24,68,M,2,341682.08,3,7,alto,no
79127,27,64,F,2,484262.45,6,9,alto,no
79229,15,42,F,2,62537.7,2,5,medio,no
79452,10,45,F,2,25497.63,1,4,bajo,no
79571,10,53,F,2,228555.67,4,7,alto,no
79669,15,61,M,2,441028.66,6,9,alto,no
79679,14,57,F,2,35868.44,3,6,bajo,no
79819,14,42,M,2,1272087.54,4,7,alto,no
79897,7,54,U,2,56925.81,6,9,medio,no
80006,29,71,M,2,107857.11,6,9,medio,no
80126,6,64,U,2,41674.77,1,4,medio,no
80127,15,45,M,4,178829.02999999997,6,9,alto,no
80241,13,65,F,2,33963.69,4,7,bajo,no
80275,21,62,M,2,418691.28,2,5,alto,no
80479,20,64,M,2,29173.38,4,7,bajo,no
80559,15,51,F,3,44164.31,1,4,medio,no
80801,13,36,M,2,62262.4,6,9,medio,no
80915,9,48,M,2,71263.61,6,9,medio,no
81102,34,58,M,3,135623.99,6,9,medio,no
81119,4,31,U,2,39921.5,3,6,medio,no
81303,8,54,M,2,80813.12,6,9,medio,no
81601,4,32,U,3,116399.3,5,8,medio,no
81720,10,67,F,3,57902.44,5,8,medio,no
81816,8,51,U,2,40549.35,0,3,medio,no
81976,24,52,F,2,274847.33,0,3,alto,no
82206,24,49,F,3,181894.53,4,7,alto,no
82376,11,32,M,2,36187.4,6,9,bajo,no
82560,21,63,F,2,45624.72,4,7,medio,no
82566,12,74,M,2,25887.67,2,5,bajo,no
82712,22,59,F,3,255048.74,2,5,alto,no
82723,4,35,U,2,77802.83,3,6,medio,no
82772,6,46,U,2,77769.58,0,3,medio,no
82869,8,27,U,2,32542.3,1,4,bajo,no
83158,16,54,F,2,65664.87,0,3,medio,no
83447,17,48,M,2,190150.37,6,9,alto,no
83507,8,25,U,2,27712.32,1,4,bajo,yes
83585,5,33,U,3,69290.65,6,9,medio,no
83683,5,31,U,2,62792.96,6,9,medio,no
83795,15,71,F,2,206570.43,6,9,alto,no
84108,6,60,U,2,269677.92,4,7,alto,no
84464,8,41,U,2,30395.72,1,4,bajo,no
84480,12,58,F,2,36141.56,2,5,bajo,no
84596,21,44,F,2,45777.19,6,9,medio,no
84624,20,46,U,2,86439.87,1,4,medio,no
84658,4,41,M,2,85191.7,6,9,medio,no
84976,6,38,U,2,73417.36,6,9,medio,no
85097,11,65,M,3,657489.4,4,7,alto,no
85515,28,75,F,2,45766.9,1,4,medio,no
85793,6,63,U,2,62159.88,3,6,medio,no
86035,22,54,F,3,125739.87,0,3,medio,no
86499,5,21,U,2,36656.0,2,5,bajo,yes
86616,5,30,U,2,38001.13,6,9,medio,no
86699,23,27,M,2,32339.26,2,5,bajo,yes
86780,30,61,M,2,30461.48,0,3,bajo,no
86877,4,28,U,2,40308.74,1,4,medio,no
87162,26,63,M,3,2189968.42,6,9,alto,no
87218,5,27,U,2,54924.77,6,9,medio,no
87300,5,27,U,2,44234.56,1,4,medio,no
87424,14,29,F,2,35989.0,0,3,bajo,yes
87449,9,28,M,4,440089.83,6,9,alto,no
88378,3,61,U,2,240872.67,6,9,alto,no
88723,3,66,F,3,196777.77,5,9,alto,no
88759,23,73,M,2,75154.45,2,5,medio,no
88986,6,45,U,2,52646.41,1,4,medio,no
89039,18,70,F,2,24093.76,1,4,bajo,no
89052,15,49,M,2,43000.55,0,3,medio,no
89108,15,44,F,2,156971.33000000002,3,6,alto,no
89116,18,23,M,2,115852.67,4,7,medio,yes
89257,7,49,U,2,30011.88,0,3,bajo,no
89604,6,32,U,4,103123.7,6,9,medio,no
89645,12,32,F,2,101009.18,2,5,medio,no
89693,11,35,M,3,84456.48,5,8,medio,no
89812,16,49,M,2,32609.05,5,8,bajo,no
89959,10,38,F,2,101858.64,4,7,medio,no
90324,14,45,F,2,165488.26,0,3,alto,no
90360,12,32,F,2,79842.73,6,9,medio,no
90383,21,22,F,2,29584.71,0,3,bajo,yes
90596,4,48,F,2,325687.11,5,8,alto,no
91110,5,69,U,2,25168.1,3,6,bajo,no
91254,11,32,M,2,100693.72,4,7,medio,no
91443,13,35,U,2,30371.12,4,7,bajo,no
91633,13,66,F,2,215699.98,3,6,alto,no
92066,16,38,F,2,50041.94,3,6,medio,no
92137,6,24,U,3,63038.48,4,7,medio,no
92665,5,35,U,3,87511.85,5,8,medio,no
92808,5,47,U,2,54410.67,0,3,medio,no
92864,4,28,U,2,29388.53,0,3,bajo,no
93127,8,44,U,2,63226.31,4,7,medio,no
93137,27,67,M,3,255008.2,3,6,alto,no
93370,13,34,M,3,94987.29,5,8,medio,no
93480,25,65,F,2,234362.03,6,9,alto,no
93610,9,58,M,2,52592.73,4,7,medio,no
93751,7,65,U,2,51637.59,5,8,medio,no
93870,24,67,F,3,447075.08,3,6,alto,no
93915,5,53,U,2,50251.67,2,5,medio,no
94012,16,71,F,3,1495486.24,5,8,alto,no
94234,7,40,U,2,25821.77,4,7,bajo,no
94510,9,45,M,3,76675.48,6,9,medio,no
94552,23,67,M,4,1516124.85,6,9,alto,no
94662,9,50,F,2,35291.45,3,6,bajo,no
94767,6,31,U,3,34125.23,0,3,bajo,no
94778,8,64,U,2,173731.26,4,7,alto,no
94914,21,84,M,2,54809.92999999999,4,7,medio,no
95035,9,43,M,2,122439.85,1,4,medio,no
95199,5,43,U,2,39415.49,5,8,medio,no
95453,6,34,U,2,55480.7,0,3,medio,no
96190,7,56,U,2,29765.61,0,3,bajo,no
96548,14,63,F,3,44508.44,1,4,medio,no
96787,21,53,F,2,243856.44,5,8,alto,no
96845,4,61,U,3,52771.42999999999,1,5,medio,no
97147,15,55,M,2,287351.55,6,9,alto,no
97170,16,38,M,2,28863.99,4,7,bajo,no
97322,5,35,U,2,31812.06,2,5,bajo,no
97424,8,26,U,2,82149.98,6,9,medio,no
97590,20,57,F,3,144610.18,6,9,alto,no
97723,15,27,M,2,87408.56,4,7,medio,yes
97966,9,40,M,2,46556.82,2,5,medio,no
98248,6,60,U,2,262612.85,6,9,alto,no
98337,4,59,U,2,33394.7,6,9,bajo,no
98860,8,29,U,2,27295.26,3,6,bajo,no
99149,12,35,F,2,87226.92,6,9,medio,no
99208,17,47,M,2,24854.54,1,4,bajo,no
99811,13,38,F,2,127989.93,6,9,medio,no
100118,10,34,M,2,93885.21,3,6,medio,no
100250,15,73,F,2,116090.3,3,6,medio,no
100503,8,21,M,3,52099.62,6,9,medio,yes
100888,7,40,U,2,224604.12,3,6,alto,no
100940,15,47,U,2,178212.88,6,9,alto,no
101143,9,68,M,2,56628.39,4,7,medio,no
101220,6,72,U,2,96098.96,2,5,medio,no
